cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,402,1420.53%,4261.62,1y 55d 7h 6m,1y 55d 7h 6m
ADAUSDT Perpetual,762,1377.17%,165.26,62d 6h,62d 6h
ETHUSDT Perpetual,181,1266.67%,3800.02,1y 55d 7h 27m,1y 55d 7h 27m
DOGEUSDT Perpetual,65,1025.03%,178.36,1y 22h 31m,1y 22h 31m
CHZUSDT Perpetual,17,933.58%,2383.91,1y 28d 21h 27m,1y 28d 21h 27m
TRXUSDT Perpetual,50,875.76%,183.91,155d 7h 14m,155d 7h 14m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 7h 49m,349d 7h 49m
ETHUSDT Perpetual,0,815.25%,2013.68,1y 54d 13h 39m,1y 54d 13h 39m
ANKRUSDT Perpetual,10,771.80%,77.18,320d 16h 48m,320d 16h 48m
ETHUSDT Perpetual,0,701.58%,1908.32,1y 53d 22h 39m,1y 53d 22h 39m
XMRUSDT Perpetual,6,700.86%,4205.21,158d 9h 25m,158d 9h 25m
UNFIUSDT Perpetual,60,690.46%,138.09,29d 3h 24m,29d 3h 24m
BAKEUSDT Perpetual,15,648.11%,64.81,48d 22h 11m,48d 22h 11m
BTCUSDT Perpetual,34,640.73%,44.85,1y 32d 15h 11m,1y 32d 15h 11m
API3USDT Perpetual,19,613.63%,122.73,37d 19h 45m,37d 19h 45m
XMRUSDT Perpetual,0,563.46%,1126.93,1y 25d 1h 44m,1y 25d 1h 44m
CRVUSDT Perpetual,0,502.72%,235.28,30d 23h 11m,30d 23h 11m
BTCUSDT Perpetual,3,442.19%,221.10,1y 86d 18h 21m,1y 86d 18h 21m
LTCUSDT Perpetual,1,428.03%,1279.83,1y 27d 21h 11m,1y 27d 21h 11m
UNIUSDT Perpetual,0,424.62%,1329.08,1y 27d 21h 13m,1y 27d 21h 13m
BTCUSDT Perpetual,7,412.81%,111.46,21d 13h 20m,21d 13h 20m
BTCUSDT Perpetual,3,406.03%,109.63,21d 13h 20m,21d 13h 20m
PEOPLEUSDT Perpetual,9,405.13%,33.50,43d 1h 8m,43d 1h 8m
ZECUSDT Perpetual,0,386.40%,193.20,139d 9h 40m,139d 9h 40m
DUSKUSDT Perpetual,5,382.02%,22.54,30d 1h 52m,30d 1h 52m
LTCUSDT Perpetual,0,360.53%,93.27,245d 16h 34m,245d 16h 34m
ADAUSDT Perpetual,1,358.23%,24.14,62d 8h 10m,62d 8h 10m
KNCUSDT Perpetual,0,348.75%,871.89,1y 69d 6h 46m,1y 69d 6h 46m
LINKUSDT Perpetual,1,337.79%,272.94,62d 9m,62d 9m
BAKEUSDT Perpetual,9,328.62%,338.12,19d 18h 9m,19d 18h 9m
BLZUSDT Perpetual,0,327.47%,98.24,153d 20h 59m,153d 20h 59m
ETHUSDT Perpetual,8,324.94%,46.37,30d 1h 29m,30d 1h 29m
KNCUSDT Perpetual,3,322.69%,322.69,21d 13h 4m,21d 13h 4m
TRXUSDT Perpetual,2,312.48%,399.98,177d 4h 53m,177d 4h 53m
TRXUSDT Perpetual,0,308.14%,154.07,102d 21h 41m,102d 21h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,237d 19h 38m,237d 19h 38m
BTSUSDT Perpetual,0,304.61%,39.60,23d 8h 14m,23d 8h 14m
TRBUSDT Perpetual,5,301.30%,155.02,32d 21h 35m,32d 21h 35m
ETHBUSD Perpetual,16,292.41%,353.83,27d 1h 16m,27d 1h 16m
BTCUSDT Perpetual,7,291.72%,193.47,29d 13h 39m,29d 13h 39m
SOLUSDT Perpetual,2,287.21%,23.75,25d 18h 55m,25d 18h 55m
GMTUSDT Perpetual,6,285.74%,428.62,14d 27m,14d 27m
ETHUSDT Perpetual,2,284.98%,1.62,9d 16h 10m,9d 16h 10m
EOSUSDT Perpetual,0,280.01%,560.03,30d 12h 52m,30d 12h 52m
UNIUSDT Perpetual,0,274.68%,46.70,60d 3h 51m,60d 3h 51m
ZRXUSDT Perpetual,8,274.21%,13.71,15d 17h 27m,15d 17h 27m
SNXUSDT Perpetual,45,273.69%,16.64,22d 16h 6m,22d 16h 6m
ARUSDT Perpetual,0,273.12%,245.81,139d 9h 44m,139d 9h 44m
1000SHIBUSDT Perpetual,5,270.73%,27.07,18d 18h 13m,18d 18h 13m
ETHUSDT Perpetual,0,267.52%,267.53,12d 4h 35m,12d 4h 35m
TLMBUSD Perpetual,1,265.58%,398.38,27d 7h 25m,27d 7h 25m
APEUSDT Perpetual,0,264.12%,26.41,15d 5h 52m,15d 5h 52m
THETAUSDT Perpetual,0,260.65%,104.26,28d 23h 31m,28d 23h 31m
BTCBUSD Perpetual,14,258.59%,21.13,25d 4h 38m,25d 4h 38m
JASMYUSDT Perpetual,0,257.40%,12.36,29d 17h 37m,29d 17h 37m
MATICUSDT Perpetual,1,251.07%,17.30,42d 18h 20m,42d 18h 20m
1000SHIBUSDT Perpetual,10,250.76%,20.06,20d 8h 54m,20d 8h 54m
AXSUSDT Perpetual,1,244.12%,128.31,23d 13h 37m,23d 13h 37m
LINKUSDT Perpetual,0,242.68%,1213.42,64d 9h 54m,64d 9h 54m
ETHUSDT Perpetual,5,239.53%,7.19,15d 4h 51m,15d 4h 51m
IOSTUSDT Perpetual,2,239.46%,13.41,29d 18h 44m,29d 18h 44m
BNBUSDT Perpetual,0,237.70%,594.27,1y 78d 5h 19m,1y 78d 5h 19m
FLMUSDT Perpetual,2,235.68%,30.66,18d 14h 36m,18d 14h 36m
EOSUSDT Perpetual,2,234.92%,70.48,14d 21h 27m,14d 21h 27m
AVAXUSDT Perpetual,0,234.15%,133.09,23d 13h 38m,23d 13h 38m
1000XECUSDT Perpetual,1,233.51%,11.68,20d 8h 48m,20d 8h 48m
BNBUSDT Perpetual,1,233.24%,17.45,29d 10h 34m,29d 10h 34m
ANCBUSD Perpetual,4,231.98%,69.60,23d 15h 15m,23d 15h 15m
SNXUSDT Perpetual,1,231.19%,28.46,13d 6h 51m,13d 6h 51m
MATICUSDT Perpetual,4,231.07%,97.14,20d 11h 47m,20d 11h 47m
KSMUSDT Perpetual,0,224.82%,377.71,31d 18h 57m,31d 18h 57m
XMRUSDT Perpetual,1,222.68%,485.44,117d 3h 49m,117d 3h 49m
GMTUSDT Perpetual,7,221.56%,13.29,17d 3h 9m,17d 3h 9m
ATOMUSDT Perpetual,0,220.29%,74.90,232d 6h 4m,232d 6h 4m
API3USDT Perpetual,0,219.57%,27.23,13d 21h 24m,13d 21h 24m
ALPHAUSDT Perpetual,0,218.87%,5.91,22d 1h 40m,22d 1h 40m
GMTUSDT Perpetual,6,218.03%,8.70,30d 8h 13m,30d 8h 13m
NEARUSDT Perpetual,1,214.00%,112.18,23d 14h 12m,23d 14h 12m
ADAUSDT Perpetual,0,212.64%,35.34,165d 14h 37m,165d 14h 37m
PEOPLEUSDT Perpetual,0,212.20%,1061.02,47d 47m,47d 47m
ZILUSDT Perpetual,0,211.16%,2.32,93d 13h 22m,93d 13h 22m
SUSHIUSDT Perpetual,1,210.65%,75.84,52d 5h 55m,52d 5h 55m
DOTUSDT Perpetual,0,209.38%,11.03,28d 1h 15m,28d 1h 15m
DOTUSDT Perpetual,2,205.71%,621.27,62d 23h 15m,62d 23h 15m
MANAUSDT Perpetual,1,205.40%,41.08,32d 23h 4m,32d 23h 4m
MASKUSDT Perpetual,0,200.19%,400.38,22d 11h,22d 11h
LUNA2BUSD Perpetual,1,199.56%,219.52,29d 4h 3m,29d 4h 3m
ETHUSDT Perpetual,1,194.86%,23.07,29d 12h 30m,29d 12h 30m
HNTUSDT Perpetual,1,193.47%,40.63,34d 14h 33m,34d 14h 33m
STORJUSDT Perpetual,0,193.32%,58.00,23d 3h 30m,23d 3h 30m
APEBUSD Perpetual,0,191.86%,3.74,17d 12h 20m,17d 12h 20m
BTCUSDT Perpetual,1,190.22%,20.24,19d 7h 11m,19d 7h 11m
CHZUSDT Perpetual,0,189.27%,18.93,20d 7h 10m,20d 7h 10m
UNFIUSDT Perpetual,0,187.10%,18.71,13d 20h 41m,13d 20h 41m
THETAUSDT Perpetual,0,186.83%,187.77,28d 5h 30m,28d 5h 30m
LINKUSDT Perpetual,0,185.89%,101.61,20d 18h 48m,20d 18h 48m
XRPUSDT Perpetual,17,185.36%,23170.99,1y 51d 20h 17m,1y 51d 20h 17m
MATICUSDT Perpetual,1,183.11%,29.30,50d 1h 13m,50d 1h 13m
IOTXUSDT Perpetual,0,183.02%,13.09,28d 22h 31m,28d 22h 31m
BATUSDT Perpetual,0,182.75%,21.93,26d 28m,26d 28m
SANDUSDT Perpetual,1,182.70%,54.81,44d 18h 53m,44d 18h 53m
XRPUSDT Perpetual,2,182.28%,11.14,30d 2h 8m,30d 2h 8m
SOLBUSD Perpetual,1,182.20%,911.01,33d 1h 58m,33d 1h 58m
AVAXUSDT Perpetual,1,182.09%,176.63,47d 3h 39m,47d 3h 39m
SOLUSDT Perpetual,0,179.02%,89.51,24d 12h 41m,24d 12h 41m
LUNA2BUSD Perpetual,3,178.36%,267.54,27d 11h 23m,27d 11h 23m
MATICUSDT Perpetual,0,176.88%,22.75,19d 7h 33m,19d 7h 33m
LTCUSDT Perpetual,0,175.96%,626.44,1y 40d 1h 48m,1y 40d 1h 48m
ETHUSDT Perpetual,0,174.93%,15.74,18d 23h 46m,18d 23h 46m
MASKUSDT Perpetual,0,174.44%,26.17,20d 9h 38m,20d 9h 38m
RLCUSDT Perpetual,0,174.25%,113.27,12d 10h 36m,12d 10h 36m
XEMUSDT Perpetual,26,174.18%,34.84,10d 9h 52m,10d 9h 52m
SANDUSDT Perpetual,0,173.37%,14.74,48d 16h 27m,48d 16h 27m
LITUSDT Perpetual,1,173.20%,865.98,22d 19h 40m,22d 19h 40m
LINKUSDT Perpetual,0,173.00%,69.20,24d 11h 27m,24d 11h 27m
SNXUSDT Perpetual,0,171.50%,50.75,15d 4h 15m,15d 4h 15m
BCHUSDT Perpetual,0,169.74%,9.98,27d 5h 19m,27d 5h 19m
LINKUSDT Perpetual,0,168.72%,11.25,12d 8h 46m,12d 8h 46m
