cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,375,1423.28%,4269.87,1y 53d 2h 6m,1y 53d 2h 6m
ADAUSDT Perpetual,695,1343.54%,161.23,60d 1h,60d 1h
ETHUSDT Perpetual,173,1292.51%,3877.55,1y 53d 2h 27m,1y 53d 2h 27m
DOGEUSDT Perpetual,61,1026.77%,178.66,363d 17h 31m,363d 17h 31m
CHZUSDT Perpetual,17,966.73%,2468.57,1y 26d 16h 27m,1y 26d 16h 27m
TRXUSDT Perpetual,47,874.15%,183.57,153d 2h 14m,153d 2h 14m
ETHUSDT Perpetual,0,851.34%,2102.83,1y 52d 8h 39m,1y 52d 8h 39m
ALICEUSDT Perpetual,9,819.16%,737.25,347d 2h 49m,347d 2h 49m
ANKRUSDT Perpetual,0,774.00%,77.40,318d 11h 48m,318d 11h 48m
UNFIUSDT Perpetual,49,755.94%,151.19,26d 22h 24m,26d 22h 24m
ETHUSDT Perpetual,0,732.66%,1992.84,1y 51d 17h 39m,1y 51d 17h 39m
BAKEUSDT Perpetual,8,721.05%,72.11,46d 17h 11m,46d 17h 11m
XMRUSDT Perpetual,4,710.36%,4262.20,156d 4h 25m,156d 4h 25m
BTCUSDT Perpetual,27,640.73%,44.85,1y 30d 10h 11m,1y 30d 10h 11m
XMRUSDT Perpetual,0,589.23%,1178.46,1y 22d 20h 43m,1y 22d 20h 43m
API3USDT Perpetual,13,551.19%,110.24,35d 14h 45m,35d 14h 45m
CRVUSDT Perpetual,0,502.72%,235.28,28d 18h 11m,28d 18h 11m
UNIUSDT Perpetual,0,446.40%,1397.26,1y 25d 16h 13m,1y 25d 16h 13m
BTCUSDT Perpetual,3,445.47%,222.74,1y 84d 13h 21m,1y 84d 13h 21m
LTCUSDT Perpetual,1,440.15%,1316.08,1y 25d 16h 11m,1y 25d 16h 11m
BTCUSDT Perpetual,4,412.90%,111.48,19d 8h 19m,19d 8h 19m
PEOPLEUSDT Perpetual,8,406.46%,33.62,40d 20h 8m,40d 20h 8m
BTCUSDT Perpetual,2,406.09%,109.65,19d 8h 20m,19d 8h 20m
ZECUSDT Perpetual,0,405.22%,202.61,137d 4h 40m,137d 4h 40m
DUSKUSDT Perpetual,3,373.36%,22.03,27d 20h 52m,27d 20h 52m
LTCUSDT Perpetual,0,360.53%,93.27,243d 11h 34m,243d 11h 34m
ADAUSDT Perpetual,1,358.60%,24.17,60d 3h 10m,60d 3h 10m
BLZUSDT Perpetual,0,356.09%,106.83,151d 15h 59m,151d 15h 59m
KNCUSDT Perpetual,0,348.53%,871.34,1y 67d 1h 46m,1y 67d 1h 46m
LINKUSDT Perpetual,1,336.13%,271.60,59d 19h 9m,59d 19h 9m
BTCUSDT Perpetual,7,330.23%,219.01,27d 8h 39m,27d 8h 39m
ETHUSDT Perpetual,4,328.43%,9.85,12d 23h 51m,12d 23h 51m
ZRXUSDT Perpetual,6,315.36%,15.77,13d 12h 27m,13d 12h 27m
TRXUSDT Perpetual,2,311.52%,398.75,174d 23h 53m,174d 23h 53m
TRXUSDT Perpetual,0,307.92%,153.96,100d 16h 41m,100d 16h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,235d 14h 37m,235d 14h 37m
KNCUSDT Perpetual,3,305.05%,305.05,19d 8h 4m,19d 8h 4m
EOSUSDT Perpetual,0,302.63%,605.27,28d 7h 52m,28d 7h 52m
ETHUSDT Perpetual,4,302.01%,43.10,27d 20h 29m,27d 20h 29m
TRBUSDT Perpetual,3,293.28%,150.90,30d 16h 35m,30d 16h 35m
SOLUSDT Perpetual,2,287.21%,23.75,23d 13h 55m,23d 13h 55m
ARUSDT Perpetual,0,274.88%,247.40,137d 4h 44m,137d 4h 44m
SNXUSDT Perpetual,12,267.59%,16.27,20d 11h 6m,20d 11h 6m
UNIUSDT Perpetual,0,267.40%,45.46,57d 22h 51m,57d 22h 51m
LUNA2BUSD Perpetual,1,265.93%,292.53,26d 23h 3m,26d 23h 3m
BAKEUSDT Perpetual,9,259.53%,267.03,17d 13h 9m,17d 13h 9m
1000SHIBUSDT Perpetual,5,256.43%,25.64,16d 13h 13m,16d 13h 13m
ETHUSDT Perpetual,0,256.22%,11.53,20d 18h 24m,20d 18h 24m
THETAUSDT Perpetual,0,253.60%,101.44,26d 18h 31m,26d 18h 31m
GMTUSDT Perpetual,0,251.34%,377.02,11d 19h 27m,11d 19h 27m
BTSUSDT Perpetual,0,251.08%,32.64,21d 3h 14m,21d 3h 14m
TLMBUSD Perpetual,0,250.15%,375.23,25d 2h 25m,25d 2h 25m
BTCUSDT Perpetual,1,248.31%,26.42,17d 2h 11m,17d 2h 11m
DOTUSDT Perpetual,0,248.02%,13.07,25d 20h 15m,25d 20h 15m
DOTUSDT Perpetual,2,246.19%,743.51,60d 18h 15m,60d 18h 15m
MASKUSDT Perpetual,0,244.86%,489.74,20d 6h,20d 6h
LINKUSDT Perpetual,0,244.72%,1223.62,62d 4h 54m,62d 4h 54m
AXSUSDT Perpetual,1,244.19%,128.35,21d 8h 37m,21d 8h 37m
XMRUSDT Perpetual,1,243.89%,531.69,114d 22h 49m,114d 22h 49m
MATICUSDT Perpetual,4,242.91%,102.12,18d 6h 47m,18d 6h 47m
APEUSDT Perpetual,0,242.08%,24.21,13d 52m,13d 52m
EOSUSDT Perpetual,0,241.10%,72.33,12d 16h 27m,12d 16h 27m
LUNA2BUSD Perpetual,3,240.64%,360.97,25d 6h 23m,25d 6h 23m
BNBUSDT Perpetual,0,238.44%,596.11,1y 76d 19m,1y 76d 19m
BTCBUSD Perpetual,12,238.02%,19.45,22d 23h 38m,22d 23h 38m
IOSTUSDT Perpetual,2,237.32%,13.29,27d 13h 44m,27d 13h 44m
ATOMUSDT Perpetual,0,235.50%,80.07,230d 1h 4m,230d 1h 4m
ETHUSDT Perpetual,0,226.96%,20.43,16d 18h 46m,16d 18h 46m
ANCBUSD Perpetual,2,224.96%,67.49,21d 10h 15m,21d 10h 15m
ETHBUSD Perpetual,13,224.25%,271.35,24d 20h 16m,24d 20h 16m
JASMYUSDT Perpetual,0,222.44%,10.68,27d 12h 37m,27d 12h 37m
BNBUSDT Perpetual,1,221.34%,16.56,27d 5h 34m,27d 5h 34m
ALPHAUSDT Perpetual,0,218.14%,5.89,19d 20h 40m,19d 20h 40m
GMTUSDT Perpetual,0,218.03%,8.70,28d 3h 13m,28d 3h 13m
FLMUSDT Perpetual,1,216.49%,28.17,16d 9h 36m,16d 9h 36m
MANAUSDT Perpetual,0,216.44%,43.29,30d 18h 4m,30d 18h 4m
API3USDT Perpetual,0,215.96%,26.78,11d 16h 24m,11d 16h 24m
SUSHIUSDT Perpetual,0,214.35%,77.17,50d 55m,50d 55m
ETHUSDT Perpetual,1,213.80%,34.21,16d 1h 9m,16d 1h 9m
PEOPLEUSDT Perpetual,0,213.12%,1065.62,44d 19h 47m,44d 19h 47m
KSMUSDT Perpetual,0,212.76%,357.44,29d 13h 57m,29d 13h 57m
ADAUSDT Perpetual,0,212.64%,35.34,163d 9h 37m,163d 9h 37m
AVAXUSDT Perpetual,0,211.16%,120.03,21d 8h 38m,21d 8h 38m
ZILUSDT Perpetual,0,211.16%,2.32,91d 8h 22m,91d 8h 22m
ETHUSDT Perpetual,0,207.85%,1.18,7d 11h 10m,7d 11h 10m
NEARUSDT Perpetual,0,204.98%,107.46,21d 9h 12m,21d 9h 12m
ETHUSDT Perpetual,1,201.60%,23.87,27d 7h 30m,27d 7h 30m
1000LUNCBUSD Perpetual,22,201.42%,32.53,9d 11h 2m,9d 11h 2m
HNTUSDT Perpetual,0,201.26%,42.27,32d 9h 32m,32d 9h 32m
BCHUSDT Perpetual,0,194.05%,11.41,25d 19m,25d 19m
SNXUSDT Perpetual,1,192.91%,23.75,11d 1h 51m,11d 1h 51m
1000SHIBUSDT Perpetual,9,192.57%,15.41,18d 3h 54m,18d 3h 54m
BTCBUSD Perpetual,0,192.09%,192.10,11d 14h 47m,11d 14h 47m
HNTUSDT Perpetual,0,190.27%,38.06,26d 20h 20m,26d 20h 20m
AVAXUSDT Perpetual,1,190.09%,184.39,44d 22h 39m,44d 22h 39m
BTSUSDT Perpetual,1,189.65%,191.55,50d 7h 42m,50d 7h 42m
STORJUSDT Perpetual,0,189.40%,56.82,20d 22h 30m,20d 22h 30m
XEMUSDT Perpetual,24,188.38%,37.68,8d 4h 52m,8d 4h 52m
XRPUSDT Perpetual,17,185.95%,23244.84,1y 49d 15h 17m,1y 49d 15h 17m
LITUSDT Perpetual,1,185.95%,929.75,20d 14h 40m,20d 14h 40m
SOLBUSD Perpetual,1,185.84%,929.24,30d 20h 58m,30d 20h 58m
PEOPLEUSDT Perpetual,0,185.16%,925.83,19d 21h 27m,19d 21h 27m
ETHUSDT Perpetual,0,185.00%,185.00,9d 23h 35m,9d 23h 35m
LTCUSDT Perpetual,0,181.50%,646.14,1y 37d 20h 48m,1y 37d 20h 48m
ANTUSDT Perpetual,0,181.43%,27.22,25d 1h 24m,25d 1h 24m
DOTUSDT Perpetual,0,179.87%,27.43,18d 14h 10m,18d 14h 10m
1000XECUSDT Perpetual,1,179.81%,8.99,18d 3h 48m,18d 3h 48m
LITUSDT Perpetual,0,179.40%,53.82,22d 7h 39m,22d 7h 39m
XRPUSDT Perpetual,1,178.98%,10.94,27d 21h 8m,27d 21h 8m
LINKUSDT Perpetual,0,177.99%,97.29,18d 13h 48m,18d 13h 48m
DOGEUSDT Perpetual,0,174.30%,25.10,45d 22h 14m,45d 22h 14m
1000LUNCBUSD Perpetual,0,171.04%,81.68,11d 2h 49m,11d 2h 49m
ATOMUSDT Perpetual,0,170.07%,273.82,59d 9h 49m,59d 9h 49m
