cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1836,925.48%,8135.52,66d 22h 53m
GMT/BUSD,29,691.06%,672.71,76d 20h 29m
GMT/BUSD,9,591.85%,596.75,75d 7h 10m
GMT/BUSD,7,474.72%,508.58,75d 3h 6m
GMT/BUSD,5,337.73%,543.88,73d 5h 17m
GMT/BUSD,1,329.91%,637.75,99d 22h 56m
GMT/BUSD,1,320.08%,428.40,66d 4h 48m
GMT/BUSD,8,314.60%,11095.54,82d 21h 38m
GMT/BUSD,1,305.69%,1486.14,100d 6h 26m
GMT/BUSD,9,300.82%,1080.74,69d 7h 25m
GMT/BUSD,2,250.19%,830.86,69d 18h 28m
GMT/BUSD,2,246.43%,466.62,70d 1h 8m
GMT/BUSD,0,245.07%,657.40,71d 23h 29m
GMT/BUSD,0,241.05%,474.34,71d 18h 7m
GMT/BUSD,0,230.84%,869.19,76d 15m
GMT/BUSD,1,199.70%,346.25,63d 16h 12m
GMT/BUSD,0,176.53%,406.98,100d 15h 52m
GMT/BUSD,2,167.94%,739.05,61d 20h 10m
ANC/USDT,65,129.34%,53.50,71d 22h 51m
GMT/BUSD,0,124.17%,327.33,89d 16h 11m
GMT/BUSD,0,117.87%,396.81,88d 7h 50m
GMT/BUSD,0,112.09%,603.37,96d 23h 30m
GMT/BUSD,0,111.09%,586.94,99d 22h 59m
MATIC/USDT,13,104.85%,1880.86,44d 16h 34m
GMT/BUSD,0,103.14%,416.57,88d 12h 43m
UMA/BUSD,3,100.76%,296.59,78d 14h 40m
GMT/BUSD,0,100.11%,281.31,92d 2h 35m
TCT/BTC,8,94.68%,41.06,75d 23h 50m
MATIC/USDT,3,93.33%,545.34,28d 19h 54m
CVX/BUSD,0,91.81%,3553.60,42d 17h
DYDX/USDT,2,91.77%,825.64,41d 21h 14m
GMT/BUSD,0,87.60%,484.92,85d 20h 6m
GMT/BUSD,0,87.36%,426.65,91d 9m
ANC/BNB,10,87.13%,92.96,73d 23h 15m
FORTH/BUSD,1,85.18%,98.71,60d 9h 55m
GMT/BUSD,2,84.53%,69.68,90d 12h 21m
ETC/USDT,33,79.27%,7227.79,40d 23h 24m
GMT/BUSD,0,77.47%,1346.12,93d 14h 23m
PEOPLE/USDT,4,75.35%,109.84,76d 21h 48m
OG/USDT,3,74.55%,1055.19,65d 17h 17m
ETH/USDT,299,74.29%,76566.73,40d 12h 50m
FORTH/BUSD,0,73.44%,80.55,73d 18h 39m
OOKI/BUSD,0,72.91%,263.52,75d 21h 17m
KP3R/USDT,3,71.51%,79.64,76d 16h 20m
GMT/BUSD,1,70.55%,94.45,40d 22h 38m
TRX/BUSD,3,69.89%,325.39,111d 20h 25m
ASR/USDT,5,68.62%,46.79,66d 19h 30m
GMT/BUSD,0,66.98%,30.48,40d 23h 39m
ETC/USDT,33,79.27%,7227.79,40d 23h 24m
