cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1091,915.53%,8048.00,48d 20h 51m
GMT/BUSD,15,683.18%,665.03,58d 18h 27m
GMT/BUSD,8,582.51%,587.33,57d 5h 8m
GMT/BUSD,4,465.16%,498.34,57d 1h 3m
GMT/BUSD,5,325.86%,524.76,55d 3h 15m
GMT/BUSD,0,325.58%,629.39,81d 20h 54m
GMT/BUSD,1,310.24%,415.23,48d 2h 46m
GMT/BUSD,7,309.13%,10902.59,64d 19h 36m
GMT/BUSD,1,301.40%,1465.29,82d 4h 24m
GMT/BUSD,6,288.09%,1034.98,51d 5h 23m
GMT/BUSD,0,237.09%,787.35,51d 16h 26m
GMT/BUSD,1,236.52%,447.87,51d 23h 6m
GMT/BUSD,0,235.26%,631.08,53d 21h 27m
GMT/BUSD,0,231.06%,454.68,53d 16h 5m
GMT/BUSD,0,220.62%,830.71,57d 22h 13m
GMT/BUSD,1,184.84%,320.48,45d 14h 9m
GMT/BUSD,0,172.61%,397.95,82d 13h 50m
GMT/BUSD,1,155.27%,683.27,43d 18h 8m
GMT/BUSD,0,143.26%,869.00,66d 13h 3m
ANC/USDT,43,130.61%,54.03,53d 20h 49m
GMT/BUSD,0,120.15%,316.72,71d 14h 9m
GMT/BUSD,0,113.67%,382.65,70d 5h 48m
GMT/BUSD,0,107.82%,580.36,78d 21h 28m
GMT/BUSD,0,106.81%,564.29,81d 20h 57m
GMT/BUSD,0,98.86%,399.31,70d 10h 40m
GMT/BUSD,0,96.28%,270.55,74d 33m
ANC/BNB,6,95.67%,83.24,55d 21h 13m
PEOPLE/USDT,2,90.93%,736.52,52d 23h 10m
UMA/BUSD,1,84.65%,249.16,60d 12h 38m
GMT/BUSD,0,83.32%,406.94,72d 22h 7m
GMT/BUSD,0,83.21%,460.64,67d 18h 4m
GMT/BUSD,1,80.79%,66.60,72d 10h 19m
GMT/BUSD,0,72.97%,1268.02,75d 12h 21m
TCT/BTC,3,68.41%,25.29,57d 21h 47m
TRX/BUSD,1,64.44%,300.00,93d 18h 23m
FORTH/BUSD,0,63.89%,74.04,42d 7h 52m
ASR/USDT,2,62.72%,42.77,48d 17h 27m
FLM/BTC,3,59.12%,58.51,72d 1h 52m
GMT/BUSD,0,58.79%,1768.09,72d 17h 22m
TRX/BUSD,0,58.45%,1873.41,84d 9h 46m
PEOPLE/USDT,1,57.76%,84.20,58d 19h 46m
GMT/BUSD,0,57.66%,123.48,73d 8h 11m
OG/USDT,3,56.73%,802.97,47d 15h 15m
KP3R/USDT,0,55.85%,62.20,58d 14h 18m
CVX/BUSD,0,55.78%,2159.16,24d 14h 58m
GMT/BUSD,0,54.23%,351.58,66d 17h 40m
PAXG/BTC,4,53.56%,175.45,67d 23h 4m
ASR/USDT,0,52.33%,275.98,36d 14h 20m
CTXC/USDT,2,50.51%,52.42,59d 11h 14m
DYDX/USDT,1,50.10%,450.81,23d 19h 12m
GMT/BUSD,9,49.90%,105.66,22d 18h 16m
FORTH/BUSD,0,48.37%,53.06,55d 16h 37m
GMT/BUSD,0,48.22%,76.57,45d 10h 52m
RARE/BNB,1,48.17%,29.82,55d 6h 50m
GMT/BUSD,1,47.06%,63.00,22d 20h 36m
PEOPLE/BTC,1,46.95%,926.79,60d 15h 42m
GTC/BUSD,0,46.67%,381.45,55d 11h 29m
GMT/BUSD,0,46.51%,437.38,22d 21h 4m
COCOS/BNB,0,46.37%,171.38,43d 12h 36m
UNI/BTC,0,45.40%,833.90,44d 4h 14m
GMT/BUSD,0,45.17%,20.56,22d 21h 37m
GMT/BUSD,1,45.16%,18.33,22d 22h 8m
MATIC/USDT,8,44.61%,300.59,21d 20h 22m
LINK/ETH,2,44.25%,184.94,60d 22h 34m
BNB/ETH,9,44.19%,253.50,99d 17m
GMT/BUSD,3,44.12%,22.39,22d 13h 8m
GMT/BUSD,0,43.83%,39.41,22d 12h 23m
GMT/BUSD,0,43.44%,252.22,25d 22h 31m
AAVE/ETH,1,43.08%,296.02,59d 23h 38m
GMT/USDT,25,42.21%,56.91,22d 9h 26m
TROY/BUSD,0,42.13%,117.40,46d 19h 14m
COCOS/USDT,0,42.01%,198.47,37d 17h 31m
