cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1276,917.47%,8065.05,53d 20h 51m
GMT/BUSD,17,684.71%,666.53,63d 18h 27m
GMT/BUSD,8,584.33%,589.17,62d 5h 8m
GMT/BUSD,5,467.02%,500.34,62d 1h 3m
GMT/BUSD,5,327.92%,528.08,60d 3h 15m
GMT/BUSD,1,326.42%,631.02,86d 20h 54m
GMT/BUSD,1,312.14%,417.77,53d 2h 46m
GMT/BUSD,7,310.18%,10939.76,69d 19h 36m
GMT/BUSD,1,302.24%,1469.35,87d 4h 24m
GMT/BUSD,6,290.37%,1043.18,56d 5h 23m
GMT/BUSD,0,239.41%,795.07,56d 16h 26m
GMT/BUSD,1,238.45%,451.52,56d 23h 6m
GMT/BUSD,0,237.17%,636.20,58d 21h 27m
GMT/BUSD,0,233.01%,458.51,58d 16h 5m
GMT/BUSD,0,222.59%,838.13,62d 22h 13m
GMT/BUSD,1,187.24%,324.65,50d 14h 9m
GMT/BUSD,0,173.38%,399.71,87d 13h 49m
GMT/BUSD,1,157.59%,693.50,48d 18h 8m
ANC/USDT,46,127.94%,52.92,58d 20h 49m
GMT/BUSD,0,120.92%,318.76,76d 14h 8m
GMT/BUSD,0,114.48%,385.38,75d 5h 48m
GMT/BUSD,0,108.64%,584.79,83d 21h 28m
GMT/BUSD,0,107.63%,568.65,86d 20h 57m
GMT/BUSD,0,99.69%,402.67,75d 10h 40m
GMT/BUSD,0,97.02%,272.62,79d 33m
ANC/BNB,6,94.37%,84.45,60d 21h 13m
UMA/BUSD,1,87.23%,256.77,65d 12h 38m
PEOPLE/USDT,3,86.04%,696.96,57d 23h 10m
GMT/BUSD,0,84.11%,410.78,77d 22h 7m
GMT/BUSD,0,84.06%,465.32,72d 18h 3m
TCT/BTC,4,81.62%,30.42,62d 21h 47m
GMT/BUSD,1,81.51%,67.19,77d 10h 18m
FORTH/BUSD,0,75.96%,88.02,47d 7h 52m
GMT/BUSD,0,73.84%,1283.07,80d 12h 21m
MATIC/USDT,10,70.77%,476.86,26d 20h 22m
OG/USDT,3,66.88%,946.58,52d 15h 15m
CVX/BUSD,0,66.38%,2569.28,29d 14h 58m
ASR/USDT,3,66.12%,45.09,53d 17h 27m
ASR/USDT,0,65.62%,346.09,41d 14h 20m
TRX/BUSD,2,65.42%,304.59,98d 18h 23m
DYDX/USDT,2,60.86%,547.60,28d 19h 12m
FLM/BTC,4,60.21%,60.05,77d 1h 52m
GMT/BUSD,0,59.53%,1790.40,77d 17h 22m
TRX/BUSD,0,59.16%,1896.36,89d 9h 46m
KP3R/USDT,1,58.88%,65.58,63d 14h 17m
FORTH/BUSD,0,58.74%,64.43,60d 16h 37m
GMT/BUSD,0,58.39%,125.06,78d 8h 11m
MATIC/USDT,0,57.03%,1023.05,31d 14h 32m
UNI/BTC,0,57.02%,1055.62,49d 4h 14m
PEOPLE/USDT,1,56.02%,81.66,63d 19h 46m
GMT/BUSD,0,55.07%,357.02,71d 17h 40m
GMT/BUSD,10,54.57%,115.55,27d 18h 16m
CTXC/USDT,2,52.90%,54.90,64d 11h 14m
PAXG/BTC,4,52.44%,173.12,72d 23h 4m
GMT/BUSD,1,51.58%,69.06,27d 20h 36m
GMT/BUSD,0,51.22%,81.32,50d 10h 52m
DODO/BUSD,5,51.04%,87.00,52d 12h 17m
GMT/BUSD,0,50.32%,473.28,27d 21h 4m
PORTO/USDT,0,50.14%,93.44,55d 19h 47m
GMT/BUSD,0,49.42%,22.49,27d 21h 37m
GMT/BUSD,1,49.29%,20.01,27d 22h 8m
RARE/BNB,1,49.13%,31.28,60d 6h 50m
GMT/BUSD,3,48.38%,24.55,27d 13h 8m
AR/BTC,0,48.29%,4.46,63d 6h 41m
GMT/BUSD,0,48.25%,43.38,27d 12h 23m
GTC/BUSD,0,48.24%,394.23,60d 11h 29m
MATIC/USDT,1,47.45%,277.26,15d 17h 51m
COCOS/BNB,0,47.05%,178.86,48d 12h 36m
GMT/BUSD,0,46.97%,272.74,30d 22h 31m
PEOPLE/BTC,1,46.92%,933.50,65d 15h 42m
TROY/BUSD,0,46.06%,128.35,51d 19h 14m
COCOS/USDT,1,45.32%,214.09,42d 17h 31m
GMT/BUSD,0,45.20%,377.83,28d 13h 8m
GMT/BUSD,0,45.09%,22.32,27d 23h 59m
LAZIO/BUSD,2,44.96%,121.36,55d 3h 17m
REQ/BTC,0,44.05%,21.31,53d 8h 47m
