cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1207,917.12%,8062.00,52d 2h 51m
GMT/BUSD,17,684.44%,666.26,62d 27m
GMT/BUSD,8,584.00%,588.84,60d 11h 8m
GMT/BUSD,5,466.69%,499.98,60d 7h 3m
GMT/BUSD,5,327.55%,527.48,58d 9h 15m
GMT/BUSD,1,326.27%,630.73,85d 2h 54m
GMT/BUSD,1,311.79%,417.31,51d 8h 46m
GMT/BUSD,7,309.99%,10933.01,68d 1h 36m
GMT/BUSD,1,302.09%,1468.62,85d 10h 24m
GMT/BUSD,6,290.00%,1041.85,54d 11h 23m
GMT/BUSD,0,238.87%,793.26,54d 22h 26m
GMT/BUSD,1,238.11%,450.87,55d 5h 6m
GMT/BUSD,0,236.83%,635.29,57d 3h 27m
GMT/BUSD,0,232.66%,457.83,56d 22h 5m
GMT/BUSD,0,222.23%,836.78,61d 4h 13m
GMT/BUSD,1,186.81%,323.89,48d 20h 9m
GMT/BUSD,0,173.24%,399.40,85d 19h 49m
GMT/BUSD,1,157.31%,692.23,47d 8m
GMT/BUSD,0,144.09%,874.03,69d 19h 3m
ANC/USDT,45,126.83%,52.46,57d 2h 49m
GMT/BUSD,0,120.78%,318.39,74d 20h 9m
GMT/BUSD,0,114.33%,384.88,73d 11h 48m
GMT/BUSD,0,108.49%,583.99,82d 3h 28m
GMT/BUSD,0,107.48%,567.86,85d 2h 57m
GMT/BUSD,0,99.55%,402.07,73d 16h 40m
GMT/BUSD,0,96.88%,272.25,77d 6h 33m
ANC/BNB,6,93.76%,81.87,59d 3h 13m
UMA/BUSD,1,85.24%,250.90,63d 18h 38m
PEOPLE/USDT,2,85.06%,689.03,56d 5h 10m
GMT/BUSD,0,83.97%,410.09,76d 4h 7m
GMT/BUSD,0,83.91%,464.47,71d 4m
TCT/BTC,4,81.42%,29.21,61d 3h 47m
GMT/BUSD,1,81.38%,67.08,75d 16h 18m
FORTH/BUSD,0,75.64%,87.65,45d 13h 52m
GMT/BUSD,0,73.68%,1280.33,78d 18h 21m
TRX/BUSD,2,64.64%,300.97,97d 23m
MATIC/USDT,9,61.72%,415.88,25d 2h 22m
FLM/BTC,3,59.94%,57.55,75d 7h 52m
CVX/BUSD,0,59.86%,2317.21,27d 20h 58m
ASR/USDT,2,59.66%,40.69,51d 23h 27m
GMT/BUSD,0,59.40%,1786.41,75d 23h 22m
TRX/BUSD,0,58.45%,1873.42,87d 15h 46m
GMT/BUSD,0,58.26%,124.77,76d 14h 11m
FORTH/BUSD,0,58.25%,63.89,58d 22h 37m
OG/USDT,3,58.05%,821.60,50d 21h 15m
KP3R/USDT,0,55.48%,61.79,61d 20h 18m
PEOPLE/USDT,1,55.48%,80.87,62d 1h 46m
GMT/BUSD,0,54.92%,356.05,69d 23h 40m
PAXG/BTC,4,54.31%,172.60,71d 5h 4m
GMT/BUSD,9,53.72%,113.75,26d 16m
CTXC/USDT,2,52.90%,54.90,62d 17h 14m
UNI/BTC,0,52.05%,927.67,47d 10h 14m
RARE/BNB,1,51.14%,31.77,58d 12h 50m
GMT/BUSD,1,50.76%,67.96,26d 2h 36m
GMT/BUSD,0,50.46%,80.12,48d 16h 52m
GMT/BUSD,0,49.33%,463.96,26d 3h 4m
GMT/BUSD,0,48.66%,22.14,26d 3h 37m
GMT/BUSD,1,48.54%,19.71,26d 4h 8m
ASR/USDT,0,48.42%,255.39,39d 20h 20m
BNB/ETH,9,48.29%,264.20,102d 6h 17m
GMT/BUSD,3,47.62%,24.16,25d 19h 8m
GMT/BUSD,0,47.46%,42.67,25d 18h 23m
COCOS/BNB,0,47.20%,175.05,46d 18h 36m
LINK/ETH,2,46.96%,187.22,64d 4h 34m
PEOPLE/BTC,1,46.93%,898.86,63d 21h 42m
TROY/BUSD,0,46.81%,130.45,50d 1h 14m
GMT/BUSD,0,46.34%,269.06,29d 4h 31m
REQ/BTC,0,46.32%,21.57,51d 14h 47m
MATIC/USDT,0,46.10%,827.02,29d 20h 32m
COCOS/USDT,1,44.81%,211.70,40d 23h 31m
GMT/BUSD,0,44.40%,371.09,26d 19h 8m
GMT/BUSD,0,44.35%,21.95,26d 5h 59m
DYDX/USDT,1,44.01%,395.96,27d 1h 12m
GTC/BUSD,0,43.66%,356.79,58d 17h 29m
AAVE/ETH,1,43.48%,284.95,63d 5h 38m
AAVE/BUSD,6,42.90%,157.87,29d 7h 5m
